x,y
0.0,1.0
0.01001001001001001,0.9987477576841054
0.02002002002002002,0.994994166958057
0.03003003003003003,0.9887486286321422
0.04004004004004004,0.9800267845611155
0.050050050050050046,0.9688504784694136
0.06006006006006006,0.9552477012438836
0.07007007007007007,0.9392525208310362
0.08008008008008008,0.9209049969143981
0.09009009009009009,0.9002510805856501
0.10010010010010009,0.8773424992608235
0.11011011011011011,0.8522366271297828
0.12012012012012012,0.8249963414634476
0.13013013013013014,0.7956898651386348
0.14014014014014015,0.7643905957749119
0.15015015015015015,0.7311769219113865
0.16016016016016016,0.6961320266838151
0.17017017017017017,0.6593436794937177
0.18018018018018017,0.6209040161912611
0.19019019019019018,0.5809093083224371
0.20020020020020018,0.5394597220184564
0.21021021021021022,0.4966590671312109
0.22022022022022023,0.4526145372430967
0.23023023023023023,0.40743644120233274
0.24024024024024024,0.3612379268561467
0.2502502502502503,0.31413469767373
0.2602602602602603,0.2662447229686777
0.2702702702702703,0.21768794244665535
0.2802802802802803,0.16858596581824956
0.2902902902902903,0.11906176822931658
0.3003003003003003,0.06923938227161965
0.3103103103103103,0.01924358734510886
0.3203203203203203,-0.030800402850168246
0.3303303303303303,-0.08076725390985419
0.34034034034034033,-0.1305318246233711
0.35035035035035034,-0.17996948038815933
0.36036036036036034,-0.22895640535512435
0.37037037037037035,-0.2773699125235278
0.38038038038038036,-0.3250887510086953
0.39039039039039036,-0.37199340971299394
0.40040040040040037,-0.41796641663953954
0.41041041041041043,-0.46289263309900774
0.42042042042042044,-0.5066595420727107
0.43043043043043044,-0.5491575300097431
0.44044044044044045,-0.5902801613524349
0.45045045045045046,-0.6299244451025693
0.46046046046046046,-0.6679910927607561
0.47047047047047047,-0.7043847669929514
0.4804804804804805,-0.7390143204013464
0.4904904904904905,-0.7717930238016241
0.5005005005005005,-0.8026387834348685
0.5105105105105106,-0.8314743465701222
0.5205205205205206,-0.8582274949826642
0.5305305305305306,-0.882831225823443
0.5405405405405406,-0.9052239194266833
0.5505505505505506,-0.9253494936353915
0.5605605605605606,-0.943157544258256
0.5705705705705706,-0.9586034713061695
0.5805805805805806,-0.971648590692217
0.5905905905905906,-0.9822602311153761
0.6006006006006006,-0.990411815885289
0.6106106106106106,-0.9960829294831748
0.6206206206206206,-0.9992593686921823
0.6306306306306306,-0.9999331781691289
0.6406406406406406,-0.9981026703685347
0.6506506506506506,-0.9937724297690547
0.6606606606606606,-0.9869533013917223
0.6706706706706707,-0.9776623636387607
0.6806806806806807,-0.965922885520987
0.6906906906906907,-0.9517642683809325
0.7007007007007007,-0.9352219722576318
0.7107107107107107,-0.9163374270775003
0.7207207207207207,-0.8951579288937199
0.7307307307307307,-0.8717365214340009
0.7407407407407407,-0.8461318632533811
0.7507507507507507,-0.818408080824776
0.7607607607607607,-0.7886346079352131
0.7707707707707707,-0.7568860117899793
0.7807807807807807,-0.7232418062602013
0.7907907907907907,-0.6877862527415771
0.8008008008008007,-0.6506081491230057
0.8108108108108109,-0.6118006073936383
0.8208208208208209,-0.5714608204453347
0.8308308308308309,-0.5296898186545562
0.8408408408408409,-0.4865922168533422
0.8508508508508509,-0.4422759523230707
0.8608608608608609,-0.3968520144671961
0.8708708708708709,-0.35043416683999384
0.8808808808808809,-0.3031386622274869
0.8908908908908909,-0.25508395149413016
0.9009009009009009,-0.20639038692444023
0.9109109109109109,-0.157179920802549
0.9209209209209209,-0.10757579998458197
0.9309309309309309,-0.05770225722880111
0.9409409409409409,-0.007684200056571172
0.950950950950951,0.04235310207660804
0.960960960960961,0.09228433151652779
0.970970970970971,0.14198443626640947
0.980980980980981,0.19132894317770865
0.990990990990991,0.24019426969120278
1.001001001001001,0.28845803334761144
1.011011011011011,0.3359993582925849
1.021021021021021,0.3826991780084235
1.031031031031031,0.4284405335143417
1.0410410410410411,0.47310886628843757
1.0510510510510511,0.5165923051777509
1.0610610610610611,0.5587819465778459
1.0710710710710711,0.5995721271802155
1.0810810810810811,0.6388606886044129
1.0910910910910911,0.6765492332521464
1.1011011011011012,0.7125433707425511
1.1111111111111112,0.7467529543114478
1.1211211211211212,0.7790923065825283
1.1311311311311312,0.8094804341450275
1.1411411411411412,0.8378412304004764
1.1511511511511512,0.864103666170508
1.1611611611611612,0.8882019675883429
1.1711711711711712,0.9100757808284278
1.1811811811811812,0.9296703232616642
1.1911911911911912,0.9469365206576613
1.2012012012012012,0.9618311300903913
1.2112112112112112,0.9743168482394335
1.2212212212212212,0.9843624048155667
1.2312312312312312,0.9919426408767282
1.2412412412412412,0.9970385718381976
1.2512512512512513,0.999637435019197
1.2612612612612613,0.9997327216068297
1.2712712712712713,0.9973241929573012
1.2812812812812813,0.9924178811935996
1.2912912912912913,0.9850260740981358
1.3013013013013013,0.9751672843381816
1.3113113113113113,0.9628662031011787
1.3213213213213213,0.9481536382560396
1.3313313313313313,0.9310664371953132
1.3413413413413413,0.9116473945514565
1.3513513513513513,0.8899451450183349
1.3613613613613613,0.8660140415463795
1.3713713713713713,0.8399140192164575
1.3813813813813813,0.8117104451333834
1.3913913913913913,0.7814739547150101
1.4014014014014013,0.7492802747869095
1.4114114114114114,0.7152100339257023
1.4214214214214214,0.6793485605260265
1.4314314314314314,0.6417856690968854
1.4414414414414414,0.6026154353225884
1.4514514514514514,0.5619359604516471
1.4614614614614614,0.5198491256037049
1.4714714714714714,0.47646033660983916
1.4814814814814814,0.4318782600252769
1.4914914914914914,0.38621455097567753
1.5015015015015014,0.33958357351858615
1.5115115115115114,0.2921021142204094
1.5215215215215214,0.2438890896662545
1.5315315315315314,0.1950652486351694
1.5415415415415414,0.14575286968668139
1.5515515515515514,0.0960754549160239
1.5615615615615615,0.04615742064503706
1.5715715715715715,-0.0038762141765983035
1.5815815815815815,-0.053900141079398854
1.5915915915915915,-0.10378907590721477
1.6016016016016015,-0.1534180725894735
1.6116116116116117,-0.20266283606669486
1.6216216216216217,-0.25140003358555063
1.6316316316316317,-0.2995076035838601
1.6416416416416417,-0.3468650613918897
1.6516516516516517,-0.39335380098435874
1.6616616616616617,-0.4388573920274066
1.6716716716716717,-0.4832618714765747
1.6816816816816818,-0.5264560289954999
1.6916916916916918,-0.5683316854804933
1.7017017017017018,-0.6087839639934418
1.7117117117117118,-0.647711552424489
1.7217217217217218,-0.6850169572266568
1.7317317317317318,-0.7206067475869353
1.7417417417417418,-0.7543917894223188
1.7517517517517518,-0.786287468614746
1.7617617617617618,-0.8162139029258592
1.7717717717717718,-0.8440961420608418
1.7817817817817818,-0.8698643553802805
1.7917917917917918,-0.893454006789928
1.8018018018018018,-0.9148060163703597
1.8118118118118118,-0.9338669083417235
1.8218218218218218,-0.9505889449930088
1.8318318318318318,-0.9649302462404105
1.8418418418418419,-0.9768548945153545
1.8518518518518519,-0.9863330247194966
1.8618618618618619,-0.9933408990214025
1.8718718718718719,-0.9978609663075817
1.8818818818818819,-0.9998819061389812
1.8918918918918919,-0.9993986571028515
1.901901901901902,-0.9964124294889768
1.911911911911912,-0.9909307022585233
1.921921921921922,-0.9829672043130951
1.931931931931932,-0.9725418801109121
1.941941941941942,-0.9596808397162199
1.951951951951952,-0.9444162934070357
1.961961961961962,-0.9267864710050022
1.971971971971972,-0.9068355261293867
1.981981981981982,-0.8846134256150194
1.991991991991992,-0.860175824371125
2.002002002002002,-0.8335839259944565
2.012012012012012,-0.8049043294858284
2.022022022022022,-0.7742088624539423
2.032032032032032,-0.7415744012242453
2.042042042042042,-0.7070826783033539
2.052052052052052,-0.6708200776812474
2.062062062062062,-0.6328774184838926
2.0720720720720722,-0.5933497275181383
2.0820820820820822,-0.5523360012785385
2.0920920920920922,-0.5099389580121528
2.1021021021021022,-0.46626478046227504
2.1121121121121122,-0.42142284993538487
2.1221221221221223,-0.37552547235734673
2.1321321321321323,-0.32868759700494427
2.1421421421421423,-0.28102652861718314
2.1521521521521523,-0.23266163360737518
2.1621621621621623,-0.1837140411117906
2.1721721721721723,-0.13430633962359764
2.1821821821821823,-0.08456226997186553
2.1921921921921923,-0.03460641541455965
2.2022022022022023,0.015436110378313297
2.2122122122122123,0.06543997666996916
2.2222222222222223,0.11527994954575044
2.2322322322322323,0.16483120555954095
2.2422422422422423,0.2139696443521683
2.2522522522522523,0.26257219945884624
2.2622622622622623,0.3105171465272444
2.2722722722722724,0.357684408174258
2.2822822822822824,0.4039558547179686
2.2922922922922924,0.4492156000316167
2.3023023023023024,0.4933502917786257
2.3123123123123124,0.5362493953017864
2.3223223223223224,0.5778054704556075
2.3323323323323324,0.6179144406885086
2.3423423423423424,0.656475853700945
2.3523523523523524,0.6933931330266464
2.3623623623623624,0.7285738199068945
2.3723723723723724,0.7619298048520619
2.3823823823823824,0.793377548310475
2.3923923923923924,0.8228382898919379
2.4024024024024024,0.8502382456219187
2.4124124124124124,0.87550879273238
2.4224224224224224,0.8985866415264467
2.4324324324324325,0.9194139938864794
2.4424424424424425,0.9379386880285714
2.4524524524524525,0.9541143291409352
2.4624624624624625,0.9679004055789957
2.4724724724724725,0.9792623903261811
2.4824824824824825,0.9881718274663053
2.4924924924924925,0.9946064034509731
2.5025025025025025,0.9985500029835187
2.5125125125125125,0.9999927493795191
2.5225225225225225,0.9989310293027978
2.5325325325325325,0.9953675018149701
2.5425425425425425,0.9893110917158646
2.5525525525525525,0.980776967191498
2.5625625625625625,0.9697865018255873
2.5725725725725725,0.9563672210697379
2.5825825825825826,0.9405527333063723
2.5925925925925926,0.9223826456770536
2.6026026026026026,0.9019024648870076
2.6126126126126126,0.8791634832342794
2.6226226226226226,0.8542226501489605
2.6326326326326326,0.8271424295642172
2.6426426426426426,0.7979906434763296
2.6526526526526526,0.766840302085544
2.6626626626626626,0.7337694209431485
2.6726726726726726,0.6988608255627239
2.6826826826826826,0.662201943984918
2.6926926926926926,0.6238845878152609
2.7027027027027026,0.5840047222834104
2.7127127127127126,0.5426622258997086
2.7227227227227226,0.4999606403109885
2.7327327327327327,0.4560069109821101
2.7427427427427427,0.41091111935268726
2.7527527527527527,0.3647862071398143
2.7627627627627627,0.31774769347727105
2.7727727727727727,0.26991338559962746
2.7827827827827827,0.22140308379583537
2.7927927927927927,0.1723382813712459
2.8028028028028027,0.12284186036949317
2.8128128128128127,0.07303778381630466
2.8228228228228227,0.02305078525600825
2.8328328328328327,-0.026993943641712502
2.8428428428428427,-0.0769710666224312
2.8528528528528527,-0.1267554167497016
2.8628628628628627,-0.1762223098837263
2.8728728728728727,-0.22524785695086885
2.8828828828828827,-0.2737092742219345
2.8928928928928928,-0.32148519082213306
2.9029029029029028,-0.3684559527025698
2.9129129129129128,-0.4145039223119717
2.9229229229229228,-0.4595137732181269
2.932932932932933,-0.5033727789411618
2.942942942942943,-0.5459710952752775
2.952952952952953,-0.5872020353918752
2.962962962962963,-0.6269623370350786
2.972972972972973,-0.6651524211404669
2.982982982982983,-0.7016766412293116
2.992992992992993,-0.736443522953712
3.003003003003003,-0.769365993192694
3.013013013013013,-0.8003615981255037
3.023023023023023,-0.8293527097359338
3.033033033033033,-0.8562667202304974
3.043043043043043,-0.8810362238835313
3.053053053053053,-0.9035991858537993
3.063063063063063,-0.923899097549799
3.073073073073073,-0.9418851181546615
3.083083083083083,-0.9575122019561946
3.093093093093093,-0.9707412111631777
3.103103103103103,-0.9815390139253581
3.113113113113113,-0.989878567311661
3.123123123123123,-0.9957389850387942
3.133133133133133,-0.9991055897806244
3.143143143143143,-0.9999699499273143
3.153153153153153,-0.9983299007021601
3.163163163163163,-0.9941895495832418
3.173173173173173,-0.9875592660163067
3.183183183183183,-0.9784556554446528
3.193193193193193,-0.9669015177210505
3.203203203203203,-0.9529257900058621
3.2132132132132134,-0.9365634742943671
3.2232232232232234,-0.917855549754808
3.2332332332332334,-0.8968488700966853
3.2432432432432434,-0.873596046226368
3.2532532532532534,-0.848155314483885
3.2632632632632634,-0.8205903907909067
3.2732732732732734,-0.7909703110751986
3.2832832832832834,-0.7593692583712012
3.2932932932932935,-0.7258663770297599
3.3033033033033035,-0.690545574502315
3.3133133133133135,-0.6534953111959789
3.3233233233233235,-0.6148083789258063
3.3333333333333335,-0.5745816685191187
3.3433433433433435,-0.5329159271539172
3.3533533533533535,-0.48991550603912304
3.3633633633633635,-0.4456880990685786
3.3733733733733735,-0.40034447310334553
3.3833833833833835,-0.35399819055780335
3.3933933933933935,-0.306765324984328
3.4034034034034035,-0.25876417036886357
3.4134134134134135,-0.2101149448654526
3.4234234234234235,-0.16093948971171687
3.4334334334334335,-0.11136096407935017
