-7.897400057826307052e-01,7.694043903035541199e-01,-1.332647495572310437e+00
8.009491157281596330e-01,3.448498945161775353e-01,-5.972975382867874439e-01
-1.575457015362962121e-01,2.239976547031087908e-02,-3.879753187220540828e-02
-7.283027543756803723e-01,2.078926352835075431e-01,-3.600806068304213126e-01
5.781877065656138015e-01,8.119584527605478996e-01,-1.406353293816283045e+00
4.323303354903172968e-01,9.108323608339241595e-01,-1.577607926142265304e+00
9.514596648694056968e-01,6.132278649320683783e-01,-1.062141818679327443e+00
7.053687725811983444e-01,1.608818395785109601e-01,-2.786555201651264579e-01
-8.932649969902455300e-01,2.216106057648320748e-01,-3.838408286808054903e-01
-2.450287355034627135e-01,-2.974423298036653340e-02,5.151852275416068244e-02
9.974685992577319027e-01,5.387946078849529252e-01,-9.332196357008892829e-01
8.678839276850274231e-01,3.530704902596747963e-01,-6.115360277830090840e-01
5.309243188196747232e-01,6.246103484966929187e-02,-1.081856858529574722e-01
2.905066632909137359e-01,1.033823833166217732e+00,-1.790635405119499479e+00
5.236813558224224785e-01,9.055385503190457319e-01,-1.568438777364853598e+00
5.117082561447279243e-01,9.820659583344202304e-01,-1.700988136219035773e+00
-4.720213809771237057e-01,9.447285557529034872e-01,-1.636317857925195574e+00
-1.081709092859892252e+00,3.828949889714008958e-01,-6.631935748619912641e-01
-8.584592402760431451e-01,7.019934618542863491e-01,-1.215888342512788434e+00
-2.047840874307255699e-01,9.315547261479409924e-01,-1.613500115719145533e+00
-7.115354837868801408e-01,1.491420509816836770e-01,-2.583216098453038900e-01
1.025144272434320492e+00,8.243472228601776974e-01,-1.427811273072131959e+00
-2.046297379010335871e-01,1.080808343359269230e+00,-1.872014963942602472e+00
-5.541494990993955927e-01,8.739756885638241268e-01,-1.513770297172537083e+00
-8.667474256889489137e-01,6.012781659378014787e-01,-1.041444332886102497e+00
2.843612046423875106e-01,2.286150213995540720e-02,-3.959728324374738040e-02
2.794387877423292754e-01,9.695941629051573196e-01,-1.679386352873947219e+00
-9.201061998723306656e-01,4.442923073054904637e-01,-7.695368496651144863e-01
-9.133844666837827031e-01,2.564212877402893276e-01,-4.441346985084195786e-01
9.340294789080718640e-01,6.817407653161964287e-01,-1.180809643118542418e+00
-8.287905297445461450e-01,1.607436592247127594e-01,-2.784161847717401272e-01
4.870526573786416180e-01,9.101532981543056788e-01,-1.576431755079642283e+00
1.149091691381011637e+00,6.849701034960991031e-01,-1.186403020920955953e+00
7.621428449384912707e-01,2.270694321597147569e-01,-3.932957933464403255e-01
1.045401369749828557e+00,3.171074521583929773e-01,-5.492462185970536925e-01
1.974718351082760393e-01,1.016256086749991600e-01,-1.760207175752109832e-01
-3.836468199458630268e-01,1.053098402292404367e+00,-1.824019938140053254e+00
9.264224742464139961e-01,7.754930392937864347e-01,-1.343193344972845704e+00
-3.951379531957674995e-01,7.091279497688618427e-02,-1.228245638066819273e-01
-1.037903254062897407e+00,6.991792686414070035e-01,-1.211014016885765932e+00
